all	Thalassiosira-pseudonana	Saccorhiza-polyschides_MALE	Saccorhiza-dermatodea	Fistulifera-solaris	Ectocarpus-sp13_SP	Porterinema-fluviatile	Chordaria-linearis	Ectocarpus-sp8_SP	Myriotrichia-clavaeformis_FEMALE	Ectocarpus-sp6_SP	Laminarionema-elsbetiae	Pleurocladia-lacustris	Choristocarpus-tenellus	Saprolegnia-parasitica	Saccharina-latissima_FEMALE	Fucus-serratus_MALE	Ectocarpus-sp5_FEMALE	Discosporangium-mesarthrocarpum	Pylaiella-littoralis	Ectocarpus-sp1_MALE	Nannochloropsis-gaditana	Ectocarpus-sp9_FEMALE	Ectocarpus-sp2_MALE	Aureococcus-anophagefferens	Ectocarpus-crouaniorum-2c_MALE	Macrocystis-pyrifera_MALE	Sphaerotrichia-firma_MALE	Laminaria-digitata_MALE	Tribonema-minus	Phaeodactylum-tricornutum	Heterosigma-akashiwo	Aphanomyces-euteiches	Sphacelaria-rigidula_FEMALE	Sargassum-fusiforme	Nannochloropsis-oceanica	Desmarestia-dudresnayi	Undaria-pinnatifida	Ectocarpus-sp7	Feldmannia-mitchelliae	Pelvetia-canaliculata	Ectocarpus-siliculosus-1a_MALE	Scytosiphon-promiscuus_MALE	Halopteris-paniculata	Desmarestia-herbacea_MALE	Cladosiphon-okamuranus	Ectocarpus-fasciculatus_MALE	Fragilariopsis-cylindrus	Schizocladia-ischiensis	Fucus-distichus	Ectocarpus-subulatus	Himanthalia-elongata	Phytophthora-infestans	Pythium-ultimum	Phaeothamnion-wetherbeei	Ascophyllum-nodosum_MALE	Saccharina-japonica	Heribaudiella-fluviatilis	Dictyota-dichotoma_MALE	Ectocarpus-sp3_FEMALE	Hapterophycus-canaliculatus_MALE	Chrysoparadoxa-australica	Ectocarpus-sp12_SP
Phaeophyceae		Saccorhiza-polyschides_MALE	Saccorhiza-dermatodea		Ectocarpus-sp13_SP	Porterinema-fluviatile	Chordaria-linearis	Ectocarpus-sp8_SP	Myriotrichia-clavaeformis_FEMALE	Ectocarpus-sp6_SP	Laminarionema-elsbetiae	Pleurocladia-lacustris	Choristocarpus-tenellus		Saccharina-latissima_FEMALE	Fucus-serratus_MALE	Ectocarpus-sp5_FEMALE	Discosporangium-mesarthrocarpum	Pylaiella-littoralis	Ectocarpus-sp1_MALE		Ectocarpus-sp9_FEMALE	Ectocarpus-sp2_MALE		Ectocarpus-crouaniorum-2c_MALE	Macrocystis-pyrifera_MALE	Sphaerotrichia-firma_MALE	Laminaria-digitata_MALE					Sphacelaria-rigidula_FEMALE	Sargassum-fusiforme		Desmarestia-dudresnayi	Undaria-pinnatifida	Ectocarpus-sp7	Feldmannia-mitchelliae	Pelvetia-canaliculata	Ectocarpus-siliculosus-1a_MALE	Scytosiphon-promiscuus_MALE	Halopteris-paniculata	Desmarestia-herbacea_MALE	Cladosiphon-okamuranus	Ectocarpus-fasciculatus_MALE			Fucus-distichus	Ectocarpus-subulatus	Himanthalia-elongata				Ascophyllum-nodosum_MALE	Saccharina-japonica	Heribaudiella-fluviatilis	Dictyota-dichotoma_MALE	Ectocarpus-sp3_FEMALE	Hapterophycus-canaliculatus_MALE		Ectocarpus-sp12_SP
Outgroup	Thalassiosira-pseudonana			Fistulifera-solaris										Saprolegnia-parasitica							Nannochloropsis-gaditana			Aureococcus-anophagefferens					Tribonema-minus	Phaeodactylum-tricornutum	Heterosigma-akashiwo	Aphanomyces-euteiches			Nannochloropsis-oceanica												Fragilariopsis-cylindrus	Schizocladia-ischiensis				Phytophthora-infestans	Pythium-ultimum	Phaeothamnion-wetherbeei							Chrysoparadoxa-australica
LR						Porterinema-fluviatile	Chordaria-linearis			Ectocarpus-sp6_SP		Pleurocladia-lacustris	Choristocarpus-tenellus		Saccharina-latissima_FEMALE	Fucus-serratus_MALE		Discosporangium-mesarthrocarpum	Pylaiella-littoralis						Ectocarpus-crouaniorum-2c_MALE			Laminaria-digitata_MALE			Heterosigma-akashiwo		Sphacelaria-rigidula_FEMALE								Ectocarpus-siliculosus-1a_MALE	Scytosiphon-promiscuus_MALE		Desmarestia-herbacea_MALE		Ectocarpus-fasciculatus_MALE		Schizocladia-ischiensis						Phaeothamnion-wetherbeei	Ascophyllum-nodosum_MALE			Dictyota-dichotoma_MALE
SR		Saccorhiza-polyschides_MALE	Saccorhiza-dermatodea		Ectocarpus-sp13_SP			Ectocarpus-sp8_SP	Myriotrichia-clavaeformis_FEMALE		Laminarionema-elsbetiae						Ectocarpus-sp5_FEMALE			Ectocarpus-sp1_MALE		Ectocarpus-sp9_FEMALE	Ectocarpus-sp2_MALE			Macrocystis-pyrifera_MALE	Sphaerotrichia-firma_MALE									Desmarestia-dudresnayi			Feldmannia-mitchelliae	Pelvetia-canaliculata			Halopteris-paniculata						Fucus-distichus		Himanthalia-elongata						Heribaudiella-fluviatilis		Ectocarpus-sp3_FEMALE	Hapterophycus-canaliculatus_MALE	Chrysoparadoxa-australica	Ectocarpus-sp12_SP
PUB	Thalassiosira-pseudonana			Fistulifera-solaris										Saprolegnia-parasitica							Nannochloropsis-gaditana			Aureococcus-anophagefferens					Tribonema-minus	Phaeodactylum-tricornutum		Aphanomyces-euteiches		Sargassum-fusiforme	Nannochloropsis-oceanica		Undaria-pinnatifida	Ectocarpus-sp7							Cladosiphon-okamuranus		Fragilariopsis-cylindrus			Ectocarpus-subulatus		Phytophthora-infestans	Pythium-ultimum			Saccharina-japonica
Fucales																Fucus-serratus_MALE																		Sargassum-fusiforme						Pelvetia-canaliculata									Fucus-distichus		Himanthalia-elongata				Ascophyllum-nodosum_MALE
Ectocarpales					Ectocarpus-sp13_SP		Chordaria-linearis	Ectocarpus-sp8_SP	Myriotrichia-clavaeformis_FEMALE	Ectocarpus-sp6_SP	Laminarionema-elsbetiae	Pleurocladia-lacustris					Ectocarpus-sp5_FEMALE		Pylaiella-littoralis	Ectocarpus-sp1_MALE		Ectocarpus-sp9_FEMALE	Ectocarpus-sp2_MALE		Ectocarpus-crouaniorum-2c_MALE		Sphaerotrichia-firma_MALE											Ectocarpus-sp7	Feldmannia-mitchelliae		Ectocarpus-siliculosus-1a_MALE	Scytosiphon-promiscuus_MALE			Cladosiphon-okamuranus	Ectocarpus-fasciculatus_MALE				Ectocarpus-subulatus									Ectocarpus-sp3_FEMALE	Hapterophycus-canaliculatus_MALE		Ectocarpus-sp12_SP
Discosporangiales													Choristocarpus-tenellus					Discosporangium-mesarthrocarpum
Desmarestiales																																				Desmarestia-dudresnayi								Desmarestia-herbacea_MALE
Tilopteridales		Saccorhiza-polyschides_MALE	Saccorhiza-dermatodea
Ralfsiales						Porterinema-fluviatile
Laminariales															Saccharina-latissima_FEMALE											Macrocystis-pyrifera_MALE		Laminaria-digitata_MALE									Undaria-pinnatifida																			Saccharina-japonica
Sphacelariales																																	Sphacelaria-rigidula_FEMALE										Halopteris-paniculata														Heribaudiella-fluviatilis
Dictyotales																																																										Dictyota-dichotoma_MALE